dept,annee_mois,taux_urgences_allergie,taux_hosp_allergie,taux_sos_allergie,taux_urgences_asthme,taux_hosp_asthme,taux_sos_asthme,taux_urgences_bronchiolite,taux_hosp_bronchiolite,taux_sos_bronchiolite,annee,mois,trimestre,semestre,sin_mois,cos_mois,est_hiver,est_printemps,est_ete,est_automne,saison_pollen,flag_covid,temp_moy,temp_min,temp_max,humidite_moy,vent_moy,precip_moy,pop_totale,part_seniors,part_jeunes,tx_urbain,densite_med_gen,densite_spe,tx_agriculteurs,tx_artisans,tx_cadres,tx_prof_interm,tx_employes,tx_ouvriers,tx_autres,no_moy,no2_moy,o3_moy,pm10_moy,pm25_moy,so2_moy,nb_jours_pm10_eleve,pollen_platane_moy,pollen_ambrosia_moy,pollen_urticacees_moy,pollen_betula_moy,pollen_artemisia_moy,pollen_alnus_moy,pollen_graminees_moy,pollen_global_max,nb_jours_eleve
01,2020-01,815.39,245.12,,402.03,878.26,,23287.66,44861.11,,2020,1,1,1,0.5,0.866025,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-02,722.06,228.66,,462.67,437.93,,10169.56,25875.35,,2020,2,1,1,0.866025,0.5,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-03,377.48,193.97,,805.16,841.07,,9939.19,14230.77,,2020,3,1,1,1.0,0.0,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-04,500.03,98.04,,574.89,863.81,,0.0,0.0,,2020,4,2,1,0.866025,-0.5,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-05,568.77,311.94,,522.41,552.69,,0.0,0.0,,2020,5,2,1,0.5,-0.866025,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-06,796.83,585.61,,272.48,368.71,,2222.22,12500.0,,2020,6,2,1,0.0,-1.0,0,0,1,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-07,1211.83,323.65,,345.01,398.95,,2380.95,4166.67,,2020,7,3,2,-0.5,-0.866025,0,0,1,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,0.0,1.33,15.68,0.0,1.13,0.0,3.3,45.51,0.0
01,2020-08,1335.92,312.04,,343.45,514.11,,833.33,0.0,,2020,8,3,2,-0.866025,-0.5,0,0,1,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,0.0,8.99,17.08,0.0,1.74,0.0,2.89,63.13,1.0
01,2020-09,842.45,284.92,,381.14,627.62,,3010.88,9166.67,,2020,9,3,2,-1.0,-0.0,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,0.0,37.19,5.04,0.0,0.63,0.0,2.22,110.82,8.0
01,2020-10,652.28,300.14,,461.62,594.91,,3229.81,2777.78,,2020,10,4,2,-0.866025,0.5,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,0.0,1.71,0.52,0.0,0.08,0.0,0.94,9.75,0.0
01,2020-11,456.59,186.26,,375.71,559.28,,3961.72,6190.48,,2020,11,4,2,-0.5,0.866025,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2020-12,625.74,88.97,,508.08,858.88,,4744.36,6250.0,,2020,12,4,2,-0.0,1.0,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,,,,,,,,,,,,,,,,0.0
01,2021-01,398.48,97.28,,400.21,573.7,,2152.01,16666.67,,2021,1,1,1,0.5,0.866025,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.37,14.93,23.19,19.97,17.76,,0.0,,,,,,,,,0.0
01,2021-02,504.4,92.59,,343.15,433.69,,9477.63,19047.62,,2021,2,1,1,0.866025,0.5,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,19.01,20.92,19.75,6.86,5.42,,0.0,,,,,,,,,0.0
01,2021-03,594.06,394.53,,500.62,657.49,,13614.59,30833.33,,2021,3,1,1,1.0,0.0,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.29,21.84,38.95,16.24,9.62,,0.0,,,,,,,,,0.0
01,2021-04,763.92,81.43,,290.67,430.8,,15140.58,37916.67,,2021,4,2,1,0.866025,-0.5,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,13.01,24.05,59.54,39.18,16.51,,42.0,,,,,,,,,0.0
01,2021-05,810.0,429.62,,310.13,773.9,,5875.46,7857.14,,2021,5,2,1,0.5,-0.866025,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.43,9.67,66.0,18.93,11.98,,0.0,,,,,,,,,0.0
01,2021-06,848.5,158.73,,548.46,1075.55,,8025.95,24642.86,,2021,6,2,1,0.0,-1.0,0,0,1,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.92,11.52,81.97,13.79,6.71,,0.0,,,,,,,,,0.0
01,2021-07,767.05,151.87,,372.38,590.56,,14214.05,30587.12,,2021,7,3,2,-0.5,-0.866025,0,0,1,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.97,7.2,50.02,10.69,5.23,,0.0,0.09,0.84,111.37,0.0,1.35,0.0,22.42,210.59,16.0
01,2021-08,876.92,183.54,,406.51,456.86,,4202.38,12222.22,,2021,8,3,2,-0.866025,-0.5,0,0,1,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.71,4.68,60.39,9.39,3.31,,0.0,0.0,27.09,85.53,0.0,2.5,0.0,4.22,241.15,24.0
01,2021-09,672.72,79.87,,646.47,973.93,,7127.51,12738.1,,2021,9,3,2,-1.0,-0.0,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.42,10.0,61.01,17.94,11.04,,1.0,0.0,23.6,10.0,0.0,0.43,0.0,1.51,91.0,5.0
01,2021-10,606.95,100.4,,810.6,1179.46,,19848.95,46666.67,,2021,10,4,2,-0.866025,0.5,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,15.22,20.86,34.15,12.69,6.07,,0.0,,,,,,,,,0.0
01,2021-11,487.74,70.92,,617.1,799.09,,28008.81,46206.35,,2021,11,4,2,-0.5,0.866025,0,0,0,1,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.58,12.09,47.55,9.57,5.36,,0.0,,,,,,,,,0.0
01,2021-12,695.65,170.96,,636.89,670.81,,23158.46,43813.13,,2021,12,4,2,-0.0,1.0,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.78,12.18,50.82,4.24,3.87,,0.0,,,,,,,,,0.0
01,2022-01,451.25,0.0,,532.56,789.04,,7004.01,8444.44,,2022,1,1,1,0.5,0.866025,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,17.61,14.99,13.65,13.39,13.44,,0.0,,,,,,,,,
01,2022-02,510.39,298.7,,387.86,611.13,,7191.34,13541.67,,2022,2,1,1,0.866025,0.5,1,0,0,0,0,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,6.33,12.33,53.07,10.01,5.18,,0.0,,,,,,,,,
01,2022-03,548.68,364.11,,574.43,1248.96,,4678.59,13988.1,,2022,3,1,1,1.0,0.0,0,1,0,0,1,1,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,15.3,34.8,28.94,28.35,19.43,,8.0,,,,,,,,,
01,2022-04,695.98,197.46,,350.1,563.67,,6561.01,16071.43,,2022,4,2,1,0.866025,-0.5,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.01,16.26,46.47,15.03,12.38,,0.0,,,,,,,,,
01,2022-05,841.71,296.51,,551.21,657.96,,3365.94,2500.0,,2022,5,2,1,0.5,-0.866025,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.28,12.43,63.69,18.8,12.93,,0.0,,,,,,,,,
01,2022-06,882.21,270.75,,376.48,699.33,,2649.32,8125.0,,2022,6,2,1,0.0,-1.0,0,0,1,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.62,11.19,71.97,10.67,5.46,,0.0,,,,,,,,,
01,2022-07,1001.48,526.77,,377.61,599.56,,1105.77,0.0,,2022,7,3,2,-0.5,-0.866025,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.75,9.38,54.78,10.12,3.59,,0.0,,,,,,,,,
01,2022-08,951.46,795.61,,289.95,361.76,,740.74,5000.0,,2022,8,3,2,-0.866025,-0.5,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.44,7.72,38.3,7.77,3.88,,0.0,,,,,,,,,
01,2022-09,593.36,73.53,,823.07,1554.09,,1033.67,8750.0,,2022,9,3,2,-1.0,-0.0,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.33,11.68,73.66,15.75,8.19,,0.0,,,,,,,,,
01,2022-10,584.11,146.89,,560.87,853.28,,21019.25,37708.96,,2022,10,4,2,-0.866025,0.5,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.14,9.29,49.2,8.37,3.89,,0.0,,,,,,,,,
01,2022-11,535.83,129.7,,775.66,1241.54,,30386.88,45987.7,,2022,11,4,2,-0.5,0.866025,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.0,8.58,53.64,12.36,5.02,,0.0,,,,,,,,,
01,2022-12,484.76,187.18,,674.39,922.35,,36674.33,75298.66,,2022,12,4,2,-0.0,1.0,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,8.01,19.35,10.35,13.88,11.29,,0.0,,,,,,,,,
01,2023-01,445.67,138.59,,470.67,519.29,,17410.18,30649.35,,2023,1,1,1,0.5,0.866025,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.16,9.94,47.81,13.99,6.03,,0.0,0.0,0.02,0.06,0.0,0.0,142.68,0.31,1218.3,9.0
01,2023-02,536.07,227.86,,469.61,614.43,,13151.4,10357.14,,2023,2,1,1,0.866025,0.5,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,6.26,11.15,64.77,18.03,6.83,,0.0,1.51,0.0,0.02,1.95,0.0,33.73,0.56,173.68,7.0
01,2023-03,480.72,108.48,,631.07,753.44,,4996.75,4166.67,,2023,3,1,1,1.0,0.0,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.86,15.89,62.66,21.7,16.65,,0.0,54.23,0.0,0.11,36.82,0.0,0.02,1.97,403.28,13.0
01,2023-04,530.93,364.61,,557.46,1055.61,,10591.71,18437.5,,2023,4,2,1,0.866025,-0.5,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.11,5.96,72.8,3.84,3.37,,0.0,1.84,0.0,2.92,3.58,0.0,0.0,102.86,452.74,13.0
01,2023-05,644.71,92.21,,901.62,1319.62,,6964.38,7857.14,,2023,5,2,1,0.5,-0.866025,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.96,9.63,60.77,12.24,11.14,,0.0,0.15,0.0,42.04,0.08,0.0,0.0,82.18,319.36,21.0
01,2023-06,629.29,180.45,,649.2,658.12,,2104.25,5000.0,,2023,6,2,1,0.0,-1.0,0,0,1,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.18,9.67,102.05,17.98,10.17,,1.0,0.02,0.13,45.24,0.0,0.35,0.0,18.48,73.5,12.0
01,2023-07,876.36,397.4,,333.6,340.76,,2924.22,2857.14,,2023,7,3,2,-0.5,-0.866025,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.73,5.64,54.48,8.56,5.8,,0.0,0.0,0.73,19.81,0.0,0.48,0.0,4.69,76.75,3.0
01,2023-08,1008.75,379.28,,375.43,266.01,,1829.27,6818.18,,2023,8,3,2,-0.866025,-0.5,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.41,4.44,66.95,6.23,3.2,,0.0,0.0,28.87,95.39,0.0,4.56,0.0,3.46,327.18,19.0
01,2023-09,825.26,295.13,,696.03,909.7,,5383.47,10010.82,,2023,9,3,2,-1.0,-0.0,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,6.6,9.04,30.48,5.4,3.46,,0.0,,55.7,2.69,,1.18,,1.79,228.24,10.0
01,2023-10,553.47,209.34,,553.94,802.74,,11573.7,21726.5,,2023,10,4,2,-0.866025,0.5,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,6.77,16.99,35.55,13.76,11.45,,0.0,0.0,1.25,0.53,0.0,1.16,0.0,0.88,3.9,0.0
01,2023-11,539.56,131.28,,735.75,1134.83,,15398.34,32675.44,,2023,11,4,2,-0.5,0.866025,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.8,6.35,47.55,6.07,3.39,,0.0,,,,,,,,,0.0
01,2023-12,504.78,186.83,,689.23,1091.3,,36548.63,63758.23,,2023,12,4,2,-0.0,1.0,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.29,15.96,30.49,13.39,10.29,,0.0,,,,,,,,,0.0
01,2024-01,521.66,211.71,,424.67,302.93,,12590.36,29133.09,,2024,1,1,1,0.5,0.866025,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.28,3.43,70.86,10.73,4.62,,0.0,,,,,,,,,
01,2024-02,488.37,284.61,,373.36,579.61,,9552.61,21875.0,,2024,2,1,1,0.866025,0.5,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,16.23,19.67,44.74,11.93,6.45,,1.0,,,,,,,,,
01,2024-03,442.34,59.67,,435.26,756.49,,10979.4,11584.25,,2024,3,1,1,1.0,0.0,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.16,9.92,65.67,8.05,5.23,,0.0,,,,,,,,,
01,2024-04,472.75,0.0,,552.86,792.91,,8208.25,17873.02,,2024,4,2,1,0.866025,-0.5,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.92,6.03,66.67,3.19,2.73,,0.0,,,,,,,,,
01,2024-05,456.74,68.12,,564.26,811.52,,4253.47,10833.33,,2024,5,2,1,0.5,-0.866025,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.11,7.45,85.71,29.14,12.98,,6.0,,,,,,,,,
01,2024-06,587.44,268.2,,459.29,747.01,,2661.47,6071.43,,2024,6,2,1,0.0,-1.0,0,0,1,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.19,7.12,55.86,4.91,3.37,,0.0,,,,,,,,,
01,2024-07,731.28,352.02,,613.56,865.23,,1581.2,2857.14,,2024,7,3,2,-0.5,-0.866025,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.72,7.83,56.45,8.78,3.7,,0.0,,,,,,,,,
01,2024-08,796.22,286.81,,448.77,719.66,,3893.32,31696.43,,2024,8,3,2,-0.866025,-0.5,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.5,12.06,59.96,13.99,8.31,,0.0,,,,,,,,,
01,2024-09,591.99,119.95,,760.29,1397.27,,6984.91,15833.33,,2024,9,3,2,-1.0,-0.0,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.2,11.54,89.1,18.03,14.15,,0.0,,,,,,,,,
01,2024-10,567.37,322.58,,591.8,801.57,,8250.92,18630.95,,2024,10,4,2,-0.866025,0.5,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,6.99,13.4,54.36,8.41,4.35,,0.0,,,,,,,,,
01,2024-11,430.6,71.63,,765.52,1305.9,,14058.2,22335.16,,2024,11,4,2,-0.5,0.866025,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.92,10.56,24.29,10.43,6.14,,0.0,,,,,,,,,
01,2024-12,379.13,174.77,,690.26,1081.83,,24289.91,32008.55,,2024,12,4,2,-0.0,1.0,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,8.96,15.65,15.34,18.16,16.42,,2.0,,,,,,,,,
01,2025-01,421.36,65.62,,521.21,1171.87,,7509.63,8125.0,,2025,1,1,1,0.5,0.866025,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.91,9.17,47.15,7.7,5.29,,0.0,,,,,,,,,
01,2025-02,427.05,205.02,,418.46,664.48,,5513.77,12916.67,,2025,2,1,1,0.866025,0.5,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.81,21.64,43.77,15.43,10.13,,0.0,,,,,,,,,
01,2025-03,538.06,386.41,,590.32,745.89,,6240.09,2222.22,,2025,3,1,1,1.0,0.0,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.12,11.95,50.62,12.41,10.98,,0.0,,,,,,,,,
01,2025-04,438.9,215.96,,706.98,1428.58,,4398.08,0.0,,2025,4,2,1,0.866025,-0.5,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,2.53,12.43,65.17,14.15,6.58,,0.0,,,,,,,,,
01,2025-05,547.61,0.0,,647.41,982.57,,7348.74,8125.0,,2025,5,2,1,0.5,-0.866025,0,1,0,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.94,16.07,80.69,16.72,10.13,,0.0,,,,,,,,,
01,2025-06,744.41,530.06,,629.07,772.61,,6492.06,10500.0,,2025,6,2,1,0.0,-1.0,0,0,1,0,1,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,1.52,5.09,58.08,9.55,4.76,,0.0,,,,,,,,,
01,2025-07,885.21,290.45,,320.29,271.75,,7487.0,2777.78,,2025,7,3,2,-0.5,-0.866025,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.34,15.37,,17.71,10.63,,1.0,,,,,,,,,
01,2025-08,913.67,512.02,,305.59,144.51,,757.58,3571.43,,2025,8,3,2,-0.866025,-0.5,0,0,1,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,3.76,8.0,,9.89,3.86,,3.0,,,,,,,,,
01,2025-09,721.28,430.79,,583.45,1316.51,,3714.15,0.0,,2025,9,3,2,-1.0,-0.0,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,4.42,9.18,,6.88,2.13,,0.0,,,,,,,,,
01,2025-10,567.85,329.15,,539.67,971.65,,4542.17,15555.56,,2025,10,4,2,-0.866025,0.5,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,5.89,15.34,,14.87,11.49,,1.0,,,,,,,,,
01,2025-11,408.64,0.0,,745.23,1454.33,,6923.01,13333.33,,2025,11,4,2,-0.5,0.866025,0,0,0,1,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,8.96,12.78,,9.84,7.13,,0.0,,,,,,,,,
01,2025-12,497.43,292.98,,1003.63,1792.45,,17901.31,37124.54,,2025,12,4,2,-0.0,1.0,1,0,0,0,0,0,,,,,,,1264530,0.1007,0.0914,67.0,5.88,0.11,0.009000000000000001,0.065,0.163,0.271,0.253,0.23199999999999998,0.006999999999999999,14.21,22.63,,13.31,8.77,,0.0,,,,,,,,,
02,2020-01,738.51,213.98,1884.34,594.15,647.24,1695.85,18773.03,48499.18,8765.55,2020,1,1,1,0.5,0.866025,1,0,0,0,0,0,,,,,,,1025570,0.1137,0.0856,53.2,6.48,0.16,0.017,0.049,0.087,0.228,0.293,0.303,0.025,,,,,,,,,,,,,,,,
02,2020-02,662.96,153.87,2341.67,512.51,415.73,1239.34,14577.53,36117.22,9681.76,2020,2,1,1,0.866025,0.5,1,0,0,0,0,0,,,,,,,1025570,0.1137,0.0856,53.2,6.48,0.16,0.017,0.049,0.087,0.228,0.293,0.303,0.025,,,,,,,,,,,,,,,,
02,2020-03,502.67,176.99,2042.45,770.15,642.57,1324.34,8845.12,22812.18,3485.84,2020,3,1,1,1.0,0.0,0,1,0,0,1,1,,,,,,,1025570,0.1137,0.0856,53.2,6.48,0.16,0.017,0.049,0.087,0.228,0.293,0.303,0.025,,,,,,,,,,,,,,,,
02,2020-04,609.89,253.81,4651.93,254.29,63.45,864.89,510.2,4166.67,0.0,2020,4,2,1,0.866025,-0.5,0,1,0,0,1,1,,,,,,,1025570,0.1137,0.0856,53.2,6.48,0.16,0.017,0.049,0.087,0.228,0.293,0.303,0.025,,,,,,,,,,,,,,,,
